set L := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28 F101 F102 F103 F104 F105 F106 F107 F108 F109 F110 k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set I := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28;
set J := F101 F102 F103 F104 F105 F106 F107 F108 F109 F110;
set K := k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set S := small medium large;
set T := deliver return both;
set F := ingest both;
set MaxH := 2;

param Max_Capital_Cost:= 15000000;  #capital investing $ given
param Mile_Cost:= 4;  #mile cost in $ per mile
param Truck_Size:= 6000;  #the max size of a truck in packages
param Load_Cost:= 50;  #the loading cost per truck in $
param Unload_Cost:= 50;  #the unloading cost per truck in $
param Hops:= 2;  #number of hops allowed
param Fixed_Trucks_Cost:= 550; #the min trans cost per truck in $

param capital:= 
i27 k47 199
i27 k48 495
i27 k49 210
i27 k50 190
i27 k51 98
i27 k52 96
i27 k53 104
i27 k54 61
i27 k55 59
i27 k56 39
i27 k57 235
i27 k58 143
i27 k59 117
i27 k60 122
i27 k61 124
i27 k62 221
i27 k63 201
i27 k64 291
i27 k65 344
i27 k66 211
i27 k67 335
i27 k68 128
i27 k69 168
i27 k70 215
i27 k71 78
i27 k72 128
i27 k73 196
i27 k74 187
i27 k75 89
i27 k76 169
i28 i1 720
i28 i2 1227
i28 i3 929
i28 i4 1299
i28 i5 798
i28 i6 1172
i28 i7 1070
i28 i8 1321
i28 i9 1377
i28 i10 1382
i28 i11 1368
i28 i12 1110
i28 i13 1445
i28 i14 1260
i28 i15 1262
i28 i16 193
i28 i17 1390
i28 i18 1512
i28 i19 1237
i28 i20 1351
i28 i21 1083
i28 i22 1203
i28 i23 1179
i28 i24 1289
i28 i25 1106
i28 i26 1528
i28 i27 1245
i28 i28 0
i28 F101 1136
i28 F102 1614
i28 F103 1258
i28 F104 1126
i28 F105 1054
i28 F106 1017
i28 F107 1322
i28 F108 1473
i28 F109 1491
i28 F110 1249
i28 k1 1464
i28 k2 1396
i28 k3 1426
i28 k4 720
i28 k5 1542
i28 k6 1319
i28 k7 798
i28 k8 1503
i28 k9 1576
i28 k10 1137
i28 k11 1257
i28 k12 1421
i28 k13 1510
i28 k14 1517
i28 k15 1299
i28 k16 1223
i28 k17 1232
i28 k18 1191
i28 k19 1193
i28 k20 1185
i28 k21 999
i28 k22 1118
i28 k23 930
i28 k24 1227
i28 k25 1168
i28 k26 1195
i28 k27 1207
i28 k28 1260
i28 k29 1293
i28 k30 1237
i28 k31 1213
i28 k32 1279
i28 k33 1067
i28 k34 1351
i28 k35 1053
i28 k36 1357
i28 k37 1386
i28 k38 1376
i28 k39 1369
i28 k40 1385
i28 k41 1397
i28 k42 1412
i28 k43 1540
i28 k44 1325
i28 k45 1545
i28 k46 1538
i28 k47 1319
i28 k48 1703
i28 k49 1139
i28 k50 1085
i28 k51 1173
i28 k52 1174
i28 k53 1320
i28 k54 1277
i28 k55 1296
i28 k56 1279
i28 k57 1022
i28 k58 1114
i28 k59 1146
i28 k60 1367
i28 k61 1368
i28 k62 1066
i28 k63 1110
i28 k64 1534
i28 k65 1571
i28 k66 1267
i28 k67 1493
i28 k68 1369
i28 k69 1392
i28 k70 1107
i28 k71 1265
i28 k72 1373
i28 k73 1190
i28 k74 1074
i28 k75 1238
i28 k76 1310
F101 i1 557
F101 i2 161
F101 i3 220
F101 i4 175
F101 i5 380
F101 i6 36
F101 i7 82
F101 i8 188
F101 i9 245
F101 i10 250
F101 i11 235
F101 i12 103
F101 i13 309
F101 i14 152
F101 i15 131
F101 i16 1286
F101 i17 254
F101 i18 378
F101 i19 112
F101 i20 220
F101 i21 57
F101 i22 93
F101 i23 2164
F101 i24 154
F101 i25 303
F101 i26 396
F101 i27 118
F101 i28 1136
F101 F101 0
F101 F102 503
F101 F103 158
F101 F104 121
F101 F105 110
F101 F106 142
F101 F107 188
F101 F108 341
F101 F109 355
F101 F110 140
F101 k1 329
F101 k2 265
F101 k3 290
F101 k4 557
F101 k5 407
F101 k6 194
F101 k7 380
F101 k8 367
F101 k9 447
F101 k10 196
F101 k11 204
F101 k12 292
F101 k13 389
F101 k14 381
F101 k15 175
F101 k16 252
F101 k17 130
F101 k18 182
F101 k19 263
F101 k20 247
F101 k21 222
F101 k22 180
F101 k23 216
F101 k24 161
F101 k25 119
F101 k26 117
F101 k27 117
F101 k28 152
F101 k29 173
F101 k30 112
F101 k31 81
F101 k32 147
F101 k33 81
F101 k34 220
F101 k35 101
F101 k36 225
F101 k37 254
F101 k38 244
F101 k39 236
F101 k40 250
F101 k41 262
F101 k42 276
F101 k43 404
F101 k44 202
F101 k45 409
F101 k46 406
F101 k47 224
F101 k48 581
F101 k49 218
F101 k50 151
F101 k51 114
F101 k52 113
F101 k53 217
F101 k54 170
F101 k55 176
F101 k56 156
F101 k57 117
F101 k58 25
F101 k59 19
F101 k60 235
F101 k61 234
F101 k62 108
F101 k63 103
F101 k64 398
F101 k65 438
F101 k66 203
F101 k67 393
F101 k68 233
F101 k69 258
F101 k70 203
F101 k71 174
F101 k72 240
F101 k73 146
F101 k74 131
F101 k75 109
F101 k76 202
F102 i1 1056
F102 i2 501
F102 i3 687
F102 i4 396
F102 i5 820
F102 i6 467
F102 i7 552
F102 i8 360
F102 i9 327
F102 i10 324
F102 i11 329
F102 i12 505
F102 i13 238
F102 i14 444
F102 i15 408
F102 i16 1775
F102 i17 290
F102 i18 167
F102 i19 436
F102 i20 346
F102 i21 545
F102 i22 474
F102 i23 2552
F102 i24 358
F102 i25 719
F102 i26 145
F102 i27 427
F102 i28 1614
F102 F101 503
F102 F102 0
F102 F103 358
F102 F104 571
F102 F105 564
F102 F106 599
F102 F107 320
F102 F108 177
F102 F109 222
F102 F110 448
F102 k1 213
F102 k2 320
F102 k3 270
F102 k4 1056
F102 k5 167
F102 k6 381
F102 k7 820
F102 k8 193
F102 k9 94
F102 k10 614
F102 k11 359
F102 k12 214
F102 k13 115
F102 k14 214
F102 k15 396
F102 k16 588
F102 k17 465
F102 k18 425
F102 k19 625
F102 k20 617
F102 k21 709
F102 k22 616
F102 k23 718
F102 k24 501
F102 k25 533
F102 k26 504
F102 k27 488
F102 k28 444
F102 k29 408
F102 k30 436
F102 k31 445
F102 k32 392
F102 k33 556
F102 k34 346
F102 k35 567
F102 k36 338
F102 k37 321
F102 k38 324
F102 k39 328
F102 k40 306
F102 k41 299
F102 k42 251
F102 k43 195
F102 k44 300
F102 k45 175
F102 k46 135
F102 k47 295
F102 k48 95
F102 k49 629
F102 k50 618
F102 k51 525
F102 k52 523
F102 k53 423
F102 k54 436
F102 k55 407
F102 k56 411
F102 k57 602
F102 k58 519
F102 k59 487
F102 k60 332
F102 k61 322
F102 k62 550
F102 k63 505
F102 k64 215
F102 k65 125
F102 k66 348
F102 k67 122
F102 k68 309
F102 k69 260
F102 k70 640
F102 k71 462
F102 k72 323
F102 k73 424
F102 k74 612
F102 k75 393
F102 k76 307
F103 i1 714
F103 i2 247
F103 i3 329
F103 i4 179
F103 i5 471
F103 i6 130
F103 i7 193
F103 i8 160
F103 i9 199
F103 i10 202
F103 i11 189
F103 i12 148
F103 i13 216
F103 i14 200
F103 i15 145
F103 i16 1417
F103 i17 181
F103 i18 265
F103 i19 158
F103 i20 185
F103 i21 189
F103 i22 181
F103 i23 2238
F103 i24 101
F103 i25 443
F103 i26 277
F103 i27 154
F103 i28 1258
F103 F101 158
F103 F102 358
F103 F103 0
F103 F104 263
F103 F105 205
F103 F106 240
F103 F107 99
F103 F108 221
F103 F109 264
F103 F110 192
F103 k1 226
F103 k2 217
F103 k3 213
F103 k4 714
F103 k5 299
F103 k6 185
F103 k7 471
F103 k8 264
F103 k9 319
F103 k10 330
F103 k11 66
F103 k12 167
F103 k13 252
F103 k14 289
F103 k15 179
F103 k16 354
F103 k17 200
F103 k18 103
F103 k19 378
F103 k20 364
F103 k21 381
F103 k22 320
F103 k23 365
F103 k24 247
F103 k25 240
F103 k26 220
F103 k27 209
F103 k28 200
F103 k29 188
F103 k30 158
F103 k31 141
F103 k32 145
F103 k33 198
F103 k34 185
F103 k35 208
F103 k36 185
F103 k37 204
F103 k38 196
F103 k39 189
F103 k40 189
F103 k41 198
F103 k42 179
F103 k43 305
F103 k44 75
F103 k45 304
F103 k46 285
F103 k47 67
F103 k48 444
F103 k49 350
F103 k50 302
F103 k51 232
F103 k52 230
F103 k53 239
F103 k54 209
F103 k55 190
F103 k56 175
F103 k57 244
F103 k58 168
F103 k59 139
F103 k60 191
F103 k61 181
F103 k62 192
F103 k63 148
F103 k64 307
F103 k65 319
F103 k66 57
F103 k67 242
F103 k68 169
F103 k69 156
F103 k70 346
F103 k71 230
F103 k72 189
F103 k73 78
F103 k74 287
F103 k75 66
F103 k76 52
F104 i1 489
F104 i2 101
F104 i3 271
F104 i4 184
F104 i5 428
F104 i6 135
F104 i7 176
F104 i8 216
F104 i9 265
F104 i10 269
F104 i11 258
F104 i12 219
F104 i13 348
F104 i14 139
F104 i15 163
F104 i16 1263
F104 i17 290
F104 i18 424
F104 i19 135
F104 i20 240
F104 i21 148
F104 i22 97
F104 i23 2196
F104 i24 214
F104 i25 183
F104 i26 445
F104 i27 143
F104 i28 1126
F104 F101 121
F104 F102 571
F104 F103 263
F104 F104 0
F104 F105 203
F104 F106 221
F104 F107 253
F104 F108 397
F104 F109 387
F104 F110 131
F104 k1 372
F104 k2 281
F104 k3 321
F104 k4 489
F104 k5 447
F104 k6 204
F104 k7 428
F104 k8 407
F104 k9 501
F104 k10 75
F104 k11 318
F104 k12 357
F104 k13 456
F104 k14 411
F104 k15 184
F104 k16 147
F104 k17 112
F104 k18 303
F104 k19 148
F104 k20 131
F104 k21 141
F104 k22 59
F104 k23 200
F104 k24 101
F104 k25 43
F104 k26 72
F104 k27 86
F104 k28 139
F104 k29 175
F104 k30 135
F104 k31 129
F104 k32 179
F104 k33 170
F104 k34 240
F104 k35 189
F104 k36 247
F104 k37 273
F104 k38 265
F104 k39 259
F104 k40 279
F104 k41 290
F104 k42 324
F104 k43 436
F104 k44 283
F104 k45 446
F104 k46 456
F104 k47 323
F104 k48 638
F104 k49 97
F104 k50 47
F104 k51 48
F104 k52 50
F104 k53 194
F104 k54 154
F104 k55 178
F104 k56 166
F104 k57 178
F104 k58 132
F104 k59 139
F104 k60 256
F104 k61 261
F104 k62 209
F104 k63 219
F104 k64 425
F104 k65 485
F104 k66 315
F104 k67 475
F104 k68 269
F104 k69 312
F104 k70 83
F104 k71 139
F104 k72 264
F104 k73 266
F104 k74 52
F104 k75 200
F104 k76 295
F105 i1 533
F105 i2 269
F105 i3 124
F105 i4 282
F105 i5 277
F105 i6 137
F105 i7 29
F105 i8 290
F105 i9 347
F105 i10 351
F105 i11 336
F105 i12 60
F105 i13 399
F105 i14 263
F105 i15 237
F105 i16 1212
F105 i17 349
F105 i18 461
F105 i19 222
F105 i20 323
F105 i21 57
F105 i22 204
F105 i23 2059
F105 i24 245
F105 i25 368
F105 i26 476
F105 i27 226
F105 i28 1054
F105 F101 110
F105 F102 564
F105 F103 205
F105 F104 203
F105 F105 0
F105 F106 36
F105 F107 272
F105 F108 420
F105 F109 447
F105 F110 251
F105 k1 415
F105 k2 367
F105 k3 385
F105 k4 533
F105 k5 492
F105 k6 300
F105 k7 277
F105 k8 454
F105 k9 522
F105 k10 276
F105 k11 218
F105 k12 367
F105 k13 456
F105 k14 473
F105 k15 282
F105 k16 349
F105 k17 241
F105 k18 165
F105 k19 352
F105 k20 335
F105 k21 245
F105 k22 254
F105 k23 180
F105 k24 269
F105 k25 218
F105 k26 224
F105 k27 226
F105 k28 263
F105 k29 282
F105 k30 222
F105 k31 189
F105 k32 251
F105 k33 33
F105 k34 323
F105 k35 15
F105 k36 327
F105 k37 355
F105 k38 345
F105 k39 337
F105 k40 348
F105 k41 360
F105 k42 363
F105 k43 494
F105 k44 271
F105 k45 496
F105 k46 485
F105 k47 269
F105 k48 649
F105 k49 296
F105 k50 212
F105 k51 215
F105 k52 215
F105 k53 328
F105 k54 281
F105 k55 285
F105 k56 265
F105 k57 51
F105 k58 86
F105 k59 109
F105 k60 337
F105 k61 333
F105 k62 14
F105 k63 60
F105 k64 491
F105 k65 518
F105 k66 224
F105 k67 445
F105 k68 329
F105 k69 342
F105 k70 272
F105 k71 285
F105 k72 340
F105 k73 146
F105 k74 185
F105 k75 188
F105 k76 257
F106 i1 509
F106 i2 295
F106 i3 88
F106 i4 316
F106 i5 241
F106 i6 171
F106 i7 60
F106 i8 325
F106 i9 382
F106 i10 387
F106 i11 372
F106 i12 94
F106 i13 435
F106 i14 294
F106 i15 271
F106 i16 1176
F106 i17 385
F106 i18 497
F106 i19 255
F106 i20 358
F106 i21 85
F106 i22 234
F106 i23 2024
F106 i24 281
F106 i25 374
F106 i26 512
F106 i27 259
F106 i28 1017
F106 F101 142
F106 F102 599
F106 F103 240
F106 F104 221
F106 F105 36
F106 F106 0
F106 F107 309
F106 F108 456
F106 F109 483
F106 F110 282
F106 k1 452
F106 k2 402
F106 k3 421
F106 k4 509
F106 k5 529
F106 k6 334
F106 k7 241
F106 k8 491
F106 k9 558
F106 k10 290
F106 k11 250
F106 k12 403
F106 k13 492
F106 k14 509
F106 k15 316
F106 k16 368
F106 k17 270
F106 k18 193
F106 k19 368
F106 k20 351
F106 k21 241
F106 k22 267
F106 k23 160
F106 k24 295
F106 k25 241
F106 k26 250
F106 k27 254
F106 k28 294
F106 k29 315
F106 k30 255
F106 k31 223
F106 k32 286
F106 k33 61
F106 k34 358
F106 k35 40
F106 k36 362
F106 k37 390
F106 k38 381
F106 k39 373
F106 k40 384
F106 k41 396
F106 k42 400
F106 k43 530
F106 k44 308
F106 k45 532
F106 k46 521
F106 k47 304
F106 k48 685
F106 k49 310
F106 k50 222
F106 k51 239
F106 k52 239
F106 k53 360
F106 k54 313
F106 k55 318
F106 k56 298
F106 k57 46
F106 k58 116
F106 k59 143
F106 k60 372
F106 k61 369
F106 k62 48
F106 k63 94
F106 k64 527
F106 k65 555
F106 k66 257
F106 k67 480
F106 k68 366
F106 k69 379
F106 k70 283
F106 k71 315
F106 k72 375
F106 k73 179
F106 k74 194
F106 k75 224
F106 k76 293
F107 i1 736
F107 i2 199
F107 i3 396
F107 i4 103
F107 i5 549
F107 i6 151
F107 i7 253
F107 i8 72
F107 i9 100
F107 i10 103
F107 i11 90
F107 i12 225
F107 i13 126
F107 i14 142
F107 i15 93
F107 i16 1474
F107 i17 82
F107 i18 190
F107 i19 119
F107 i20 89
F107 i21 238
F107 i22 156
F107 i23 2326
F107 i24 38
F107 i25 416
F107 i26 207
F107 i27 111
F107 i28 1322
F107 F101 188
F107 F102 320
F107 F103 99
F107 F104 253
F107 F105 272
F107 F106 309
F107 F107 0
F107 F108 153
F107 F109 175
F107 F110 141
F107 k1 142
F107 k2 117
F107 k3 117
F107 k4 736
F107 k5 220
F107 k6 100
F107 k7 549
F107 k8 182
F107 k9 258
F107 k10 304
F107 k11 158
F107 k12 106
F107 k13 205
F107 k14 200
F107 k15 103
F107 k16 303
F107 k17 155
F107 k18 203
F107 k19 333
F107 k20 322
F107 k21 389
F107 k22 302
F107 k23 404
F107 k24 199
F107 k25 217
F107 k26 189
F107 k27 175
F107 k28 142
F107 k29 115
F107 k30 119
F107 k31 125
F107 k32 81
F107 k33 255
F107 k34 89
F107 k35 271
F107 k36 87
F107 k37 105
F107 k38 97
F107 k39 90
F107 k40 89
F107 k41 99
F107 k42 91
F107 k43 221
F107 k44 44
F107 k45 223
F107 k46 217
F107 k47 107
F107 k48 394
F107 k49 322
F107 k50 299
F107 k51 210
F107 k52 207
F107 k53 158
F107 k54 143
F107 k55 116
F107 k56 109
F107 k57 299
F107 k58 208
F107 k59 176
F107 k60 93
F107 k61 82
F107 k62 262
F107 k63 225
F107 k64 219
F107 k65 250
F107 k66 145
F107 k67 223
F107 k68 69
F107 k69 70
F107 k70 327
F107 k71 169
F107 k72 90
F107 k73 174
F107 k74 292
F107 k75 84
F107 k76 78
F108 i1 885
F108 i2 323
F108 i3 544
F108 i4 218
F108 i5 691
F108 i6 305
F108 i7 402
F108 i8 183
F108 i9 150
F108 i10 147
F108 i11 151
F108 i12 367
F108 i13 64
F108 i14 267
F108 i15 234
F108 i16 1626
F108 i17 112
F108 i18 45
F108 i19 261
F108 i20 168
F108 i21 390
F108 i22 300
F108 i23 2458
F108 i24 189
F108 i25 541
F108 i26 56
F108 i27 253
F108 i28 1473
F108 F101 341
F108 F102 177
F108 F103 221
F108 F104 397
F108 F105 420
F108 F106 456
F108 F107 153
F108 F108 0
F108 F109 76
F108 F110 271
F108 k1 42
F108 k2 145
F108 k3 96
F108 k4 885
F108 k5 80
F108 k6 203
F108 k7 691
F108 k8 56
F108 k9 105
F108 k10 436
F108 k11 250
F108 k12 53
F108 k13 68
F108 k14 90
F108 k15 218
F108 k16 411
F108 k17 289
F108 k18 314
F108 k19 447
F108 k20 440
F108 k21 537
F108 k22 439
F108 k23 557
F108 k24 323
F108 k25 357
F108 k26 328
F108 k27 312
F108 k28 267
F108 k29 230
F108 k30 261
F108 k31 275
F108 k32 217
F108 k33 405
F108 k34 168
F108 k35 420
F108 k36 160
F108 k37 144
F108 k38 147
F108 k39 150
F108 k40 128
F108 k41 122
F108 k42 73
F108 k43 95
F108 k44 148
F108 k45 87
F108 k46 65
F108 k47 176
F108 k48 242
F108 k49 451
F108 k50 444
F108 k51 350
F108 k52 348
F108 k53 246
F108 k54 258
F108 k55 229
F108 k56 234
F108 k57 451
F108 k58 361
F108 k59 328
F108 k60 154
F108 k61 144
F108 k62 408
F108 k63 367
F108 k64 105
F108 k65 98
F108 k66 236
F108 k67 124
F108 k68 131
F108 k69 85
F108 k70 463
F108 k71 284
F108 k72 145
F108 k73 298
F108 k74 440
F108 k75 235
F108 k76 171
F109 i1 877
F109 i2 301
F109 i3 570
F109 i4 202
F109 i5 724
F109 i6 319
F109 i7 426
F109 i8 173
F109 i9 122
F109 i10 118
F109 i11 129
F109 i12 400
F109 i13 48
F109 i14 249
F109 i15 231
F109 i16 1639
F109 i17 101
F109 i18 56
F109 i19 258
F109 i20 147
F109 i21 409
F109 i22 296
F109 i23 2500
F109 i24 203
F109 i25 512
F109 i26 77
F109 i27 250
F109 i28 1491
F109 F101 355
F109 F102 222
F109 F103 264
F109 F104 387
F109 F105 447
F109 F106 483
F109 F107 175
F109 F108 76
F109 F109 0
F109 F110 256
F109 k1 42
F109 k2 108
F109 k3 66
F109 k4 877
F109 k5 62
F109 k6 183
F109 k7 724
F109 k8 29
F109 k9 131
F109 k10 414
F109 k11 305
F109 k12 111
F109 k13 133
F109 k14 25
F109 k15 202
F109 k16 374
F109 k17 275
F109 k18 364
F109 k19 412
F109 k20 407
F109 k21 529
F109 k22 421
F109 k23 565
F109 k24 301
F109 k25 345
F109 k26 315
F109 k27 301
F109 k28 249
F109 k29 212
F109 k30 258
F109 k31 279
F109 k32 214
F109 k33 428
F109 k34 147
F109 k35 444
F109 k36 140
F109 k37 114
F109 k38 121
F109 k39 128
F109 k40 108
F109 k41 98
F109 k42 85
F109 k43 49
F109 k44 189
F109 k45 59
F109 k46 86
F109 k47 233
F109 k48 262
F109 k49 426
F109 k50 434
F109 k51 339
F109 k52 337
F109 k53 211
F109 k54 237
F109 k55 210
F109 k56 221
F109 k57 471
F109 k58 378
F109 k59 346
F109 k60 131
F109 k61 126
F109 k62 437
F109 k63 400
F109 k64 43
F109 k65 105
F109 k66 291
F109 k67 197
F109 k68 122
F109 k69 108
F109 k70 444
F109 k71 259
F109 k72 123
F109 k73 342
F109 k74 435
F109 k75 259
F109 k76 220
F110 i1 620
F110 i2 58
F110 i3 356
F110 i4 54
F110 i5 517
F110 i6 118
F110 i7 222
F110 i8 87
F110 i9 134
F110 i10 138
F110 i11 127
F110 i12 232
F110 i13 219
F110 i14 12
F110 i15 49
F110 i16 1390
F110 i17 161
F110 i18 295
F110 i19 36
F110 i20 109
F110 i21 197
F110 i22 49
F110 i23 2299
F110 i24 107
F110 i25 275
F110 i26 316
F110 i27 38
F110 i28 1249
F110 F101 140
F110 F102 448
F110 F103 192
F110 F104 131
F110 F105 251
F110 F106 282
F110 F107 141
F110 F108 271
F110 F109 256
F110 F110 0
F110 k1 243
F110 k2 150
F110 k3 190
F110 k4 620
F110 k5 316
F110 k6 73
F110 k7 517
F110 k8 276
F110 k9 373
F110 k10 166
F110 k11 258
F110 k12 236
F110 k13 333
F110 k14 280
F110 k15 54
F110 k16 164
F110 k17 18
F110 k18 272
F110 k19 193
F110 k20 181
F110 k21 272
F110 k22 168
F110 k23 319
F110 k24 58
F110 k25 88
F110 k26 58
F110 k27 44
F110 k28 12
F110 k29 44
F110 k30 36
F110 k31 66
F110 k32 59
F110 k33 221
F110 k34 109
F110 k35 241
F110 k36 116
F110 k37 142
F110 k38 134
F110 k39 128
F110 k40 149
F110 k41 159
F110 k42 197
F110 k43 305
F110 k44 180
F110 k45 315
F110 k46 327
F110 k47 235
F110 k48 510
F110 k49 182
F110 k50 177
F110 k51 82
F110 k52 80
F110 k53 78
F110 k54 30
F110 k55 47
F110 k56 36
F110 k57 252
F110 k58 165
F110 k59 144
F110 k60 125
F110 k61 131
F110 k62 248
F110 k63 232
F110 k64 294
F110 k65 356
F110 k66 250
F110 k67 361
F110 k68 140
F110 k69 188
F110 k70 192
F110 k71 39
F110 k72 133
F110 k73 234
F110 k74 180
F110 k75 128
F110 k76 204
k1 i1 862
k1 i2 293
k1 i3 539
k1 i4 189
k1 i5 690
k1 i6 292
k1 i7 395
k1 i8 156
k1 i9 114
k1 i10 111
k1 i11 118
k1 i12 366
k1 i13 25
k1 i14 238
k1 i15 211
k1 i16 1614
k1 i17 82
k1 i18 51
k1 i19 239
k1 i20 136
k1 i21 381
k1 i22 277
k1 i23 2464
k1 i24 174
k1 i25 509
k1 i26 73
k1 i27 231
k1 i28 1464
k1 F101 329
k1 F102 213
k1 F103 226
k1 F104 372
k1 F105 415
k1 F106 452
k1 F107 142
k1 F108 42
k1 F109 42
k1 F110 243
k1 k1 0
k1 k2 107
k1 k3 57
k1 k4 862
k1 k5 78
k1 k6 172
k1 k7 690
k1 k8 39
k1 k9 130
k1 k10 406
k1 k11 264
k1 k12 69
k1 k13 108
k1 k14 63
k1 k15 189
k1 k16 376
k1 k17 262
k1 k18 325
k1 k19 412
k1 k20 405
k1 k21 513
k1 k22 411
k1 k23 542
k1 k24 293
k1 k25 331
k1 k26 301
k1 k27 286
k1 k28 238
k1 k29 200
k1 k30 239
k1 k31 257
k1 k32 194
k1 k33 398
k1 k34 136
k1 k35 414
k1 k36 128
k1 k37 108
k1 k38 112
k1 k39 117
k1 k40 95
k1 k41 87
k1 k42 52
k1 k43 79
k1 k44 150
k1 k45 80
k1 k46 83
k1 k47 192
k1 k48 267
k1 k49 420
k1 k50 419
k1 k51 324
k1 k52 322
k1 k53 210
k1 k54 227
k1 k55 199
k1 k56 207
k1 k57 442
k1 k58 350
k1 k59 318
k1 k60 121
k1 k61 112
k1 k62 405
k1 k63 366
k1 k64 82
k1 k65 113
k1 k66 250
k1 k67 166
k1 k68 103
k1 k69 73
k1 k70 434
k1 k71 252
k1 k72 112
k1 k73 304
k1 k74 418
k1 k75 227
k1 k76 180
k2 i1 769
k2 i2 192
k2 i3 485
k2 i4 98
k2 i5 644
k2 i6 231
k2 i7 343
k2 i8 77
k2 i9 20
k2 i10 15
k2 i11 30
k2 i12 329
k2 i13 82
k2 i14 142
k2 i15 134
k2 i16 1539
k2 i17 45
k2 i18 155
k2 i19 158
k2 i20 45
k2 i21 322
k2 i22 193
k2 i23 2427
k2 i24 127
k2 i25 404
k2 i26 177
k2 i27 151
k2 i28 1396
k2 F101 265
k2 F102 320
k2 F103 217
k2 F104 281
k2 F105 367
k2 F106 402
k2 F107 117
k2 F108 145
k2 F109 108
k2 F110 150
k2 k1 107
k2 k2 0
k2 k3 49
k2 k4 769
k2 k5 170
k2 k6 77
k2 k7 644
k2 k8 132
k2 k9 234
k2 k10 306
k2 k11 275
k2 k12 136
k2 k13 213
k2 k14 130
k2 k15 98
k2 k16 269
k2 k17 169
k2 k18 320
k2 k19 306
k2 k20 300
k2 k21 422
k2 k22 313
k2 k23 466
k2 k24 192
k2 k25 239
k2 k26 209
k2 k27 195
k2 k28 142
k2 k29 106
k2 k30 158
k2 k31 185
k2 k32 118
k2 k33 343
k2 k34 45
k2 k35 362
k2 k36 40
k2 k37 12
k2 k38 22
k2 k39 30
k2 k40 30
k2 k41 26
k2 k42 81
k2 k43 156
k2 k44 153
k2 k45 168
k2 k46 188
k2 k47 215
k2 k48 369
k2 k49 318
k2 k50 328
k2 k51 232
k2 k52 230
k2 k53 104
k2 k54 128
k2 k55 103
k2 k56 117
k2 k57 383
k2 k58 290
k2 k59 260
k2 k60 30
k2 k61 36
k2 k62 360
k2 k63 329
k2 k64 144
k2 k65 212
k2 k66 262
k2 k67 262
k2 k68 48
k2 k69 92
k2 k70 335
k2 k71 150
k2 k72 28
k2 k73 290
k2 k74 331
k2 k75 187
k2 k76 190
k3 i1 811
k3 i2 237
k3 i3 507
k3 i4 136
k3 i5 662
k3 i6 254
k3 i7 363
k3 i8 107
k3 i9 58
k3 i10 54
k3 i11 63
k3 i12 341
k3 i13 32
k3 i14 184
k3 i15 165
k3 i16 1572
k3 i17 36
k3 i18 107
k3 i19 191
k3 i20 81
k3 i21 345
k3 i22 229
k3 i23 2442
k3 i24 139
k3 i25 452
k3 i26 129
k3 i27 183
k3 i28 1426
k3 F101 290
k3 F102 270
k3 F103 213
k3 F104 321
k3 F105 385
k3 F106 421
k3 F107 117
k3 F108 96
k3 F109 66
k3 F110 190
k3 k1 57
k3 k2 49
k3 k3 0
k3 k4 811
k3 k5 126
k3 k6 117
k3 k7 662
k3 k8 86
k3 k9 186
k3 k10 351
k3 k11 263
k3 k12 96
k3 k13 164
k3 k14 91
k3 k15 136
k3 k16 318
k3 k17 209
k3 k18 316
k3 k19 355
k3 k20 348
k3 k21 462
k3 k22 357
k3 k23 498
k3 k24 237
k3 k25 279
k3 k26 249
k3 k27 234
k3 k28 184
k3 k29 146
k3 k30 191
k3 k31 213
k3 k32 147
k3 k33 364
k3 k34 81
k3 k35 381
k3 k36 74
k3 k37 50
k3 k38 56
k3 k39 62
k3 k40 42
k3 k41 31
k3 k42 43
k3 k43 116
k3 k44 141
k3 k45 124
k3 k46 140
k3 k47 196
k3 k48 322
k3 k49 364
k3 k50 368
k3 k51 272
k3 k52 270
k3 k53 152
k3 k54 172
k3 k55 144
k3 k56 155
k3 k57 406
k3 k58 313
k3 k59 282
k3 k60 65
k3 k61 59
k3 k62 376
k3 k63 341
k3 k64 108
k3 k65 166
